campaign_id,campaign_name,channel,start_date,end_date,total_spent,clicks,impressions,conversions,related_orders
M0281,Campanha velit,Google Ads,2024-11-01,2024-12-17,13022.13,136,9657,106,"O038818,O035214,O001960,O044186,O030335,O039754,O068784,O029043,O041340,O045272,O010008,O029631,O035562,O039780,O049465,O067719,O027310,O024634,O039827,O036490,O068409,O027093,O026629,O016246,O008642,O037266,O026032,O029889,O039213,O021560,O002081,O007819,O009854"
M0282,Campanha odit,Email,2025-02-21,2025-03-08,46532.96,551,7446,170,"O006993,O010542,O000912,O005926,O045240,O023949,O061115,O016209,O006595,O012511,O026829,O024426,O010566,O035884,O004790,O032651,O010068,O004792,O035709,O047429,O030624,O028741,O006899,O045911,O017033,O027621,O039798,O036594,O035302"
M0283,Campanha ullam,Email,2025-04-18,2025-05-11,23555.97,1617,11030,1692,"O040123,O013053,O020480,O024888,O006598,O017191,O068413,O006661,O047635,O027158,O023554,O007917,O065290,O025437,O030443,O064651,O017239,O019005,O020547,O033390,O041212,O046201,O045913,O013232,O005817,O067296,O040761,O027892,O026597,O014258"
M0284,Campanha voluptates,Facebook Ads,2025-05-09,2025-05-30,48749.91,839,8332,205,"O047252,O035204,O042493,O005227,O038935"
M0285,Campanha laborum,Google Ads,2025-03-09,2025-05-06,2712.71,1216,11877,25,"O016303,O047859,O029876,O033893,O015060,O060285,O035807,O011138,O037429,O005540,O038765,O032225,O067899,O046731,O024660,O019221,O013178,O062899,O035803,O036460,O028819,O069655,O018403,O042512,O048119,O018330,O003186,O002575,O004748,O004596,O039286,O033186,O046408,O040258,O030037,O068137,O030801,O044345,O046022,O068503,O031396,O015481,O011022,O040277"
M0286,Campanha ut,Instagram,2025-02-22,2025-03-20,9202.87,4671,12848,1169,"O012057,O031799,O031545,O034487,O001666,O019250,O014399,O014553,O000877,O010618,O034796,O066538,O017268,O026858,O032107,O066883,O023901,O018641,O020048,O033650,O039860"
M0287,Campanha asperiores,Email,2025-02-05,2025-02-19,8413.41,1420,9381,1500,"O011888,O065307,O029411,O030464,O065227,O065672,O031820,O060209,O033162,O009967,O010818,O018592,O027354,O036685,O014873,O007647,O037487,O017231,O009669,O067354,O039201,O041038,O014099"
M0288,Campanha accusamus,Google Ads,2024-09-11,2024-11-05,43427.2,3365,16690,1160,O007777
M0289,Campanha error,Facebook Ads,2025-02-16,2025-03-19,32641.8,2263,6118,996,"O027715,O008852,O011180,O027159,O024101,O043985,O047112,O049156,O009342,O029965,O035857,O062489,O029564,O026592,O040617,O048326,O003550,O044152,O002482,O011975,O002081,O060648,O008849,O047538,O030607,O048112,O033467,O034306,O030473,O002096,O003701,O043921,O017622"
M0290,Campanha eum,Google Ads,2024-08-28,2024-10-17,47244.38,2211,7513,54,"O062484,O046290,O028075,O043749,O006469,O041140,O022599,O002464,O062859,O046783,O016115,O001379,O047026,O026387,O008015,O030347,O023940,O001265,O030490,O026006,O006686,O063091,O041227,O044243,O033080"
M0291,Campanha sapiente,Facebook Ads,2025-06-14,2025-06-26,2469.0,2582,18230,2229,"O040901,O007155,O001048,O013685,O021100,O025063,O008279,O039464,O042309,O034554,O045147,O005972,O022043,O065017,O038212,O005693,O068252,O032697,O023888,O029292,O005192,O027225,O027792,O026589,O019548,O034683,O023972,O068765"
M0292,Campanha excepturi,Instagram,2025-01-15,2025-02-24,41604.9,4683,24095,2674,"O034033,O041097,O003187,O035180,O017148,O026780,O020108,O006560,O067908,O018928,O023801,O016050,O016136,O022557,O023839,O044516,O042231,O038408,O022772,O010279,O030123,O046668,O049393,O043375,O027196,O065050,O044201,O014570,O045830"
M0293,Campanha eos,Instagram,2025-02-11,2025-04-05,32566.44,765,4875,296,"O034763,O003071,O047580,O033531,O030374,O028019,O014092,O006567,O003440,O006453,O022200,O022520,O068266"
M0294,Campanha cum,Instagram,2024-09-12,2024-11-11,3042.47,50,7590,18,"O027864,O018774,O022866,O043538,O000934,O027630,O031143,O042191,O019433,O022770,O018121,O007110,O061141,O016509,O016388,O015255,O015282,O029798,O066171,O015918,O041683,O023630,O026710,O014749,O047442,O003167,O045378,O036882,O032073,O015525,O006657,O042676,O049690,O039945,O003281,O022683,O063199,O041265,O041496,O005786,O025291,O001903,O010597,O002858,O011755,O000568,O041083,O002194,O068402,O066004"
M0295,Campanha eum,Google Ads,2024-09-07,2024-09-26,6224.61,2785,14054,288,"O010391,O012740,O014701,O028279,O019634,O034765,O032493,O031924,O016307"
M0296,Campanha possimus,Email,2024-10-28,2024-12-02,2589.23,1858,7932,812,"O041324,O029105,O043789,O012512,O049209,O029989,O019112,O004959,O060015,O008212,O016958,O015875,O001985,O033445,O034013,O028462,O016245,O012987,O041006,O027454,O007296,O016947,O041639,O021381,O003842,O066171,O040435,O028331,O029812,O066556,O024612,O066359,O004155,O020707,O019060,O064796,O035004,O013509,O030685,O068075,O016060,O062188,O024434,O019819,O048307,O068800,O006735,O004894,O001801"
M0297,Campanha voluptatem,Google Ads,2024-09-16,2024-09-28,47728.79,2091,13404,1375,"O042915,O044871,O049801,O068595,O026569,O041377,O043423,O021346,O041280,O044455,O001554,O013120,O043236,O065351,O014573,O046823,O003463,O035413,O035318,O000470,O061888,O032381,O028915,O015218,O039444,O039666,O044957,O062137,O001177,O049019,O044440,O043688,O029966,O038257,O038217,O037436,O007487,O015255,O026196,O003078,O043137,O015854,O004399,O012890,O046991,O039934,O035507,O040086,O006060"
M0298,Campanha tempore,Email,2025-06-21,2025-08-20,32628.77,4765,13010,2049,"O047598,O019700,O009982,O035891,O035314,O025810,O019093,O019259,O001813,O029059,O004239,O002936,O012682,O043938,O043791,O013084,O038916,O009391,O025084,O027009,O000933,O014309,O042531,O049827"
M0299,Campanha laboriosam,Google Ads,2025-05-02,2025-05-11,22225.94,3993,17599,3768,"O037979,O031019,O039786,O005973,O029531,O038050,O001083,O041687,O018733,O060968,O025919,O008571,O009186,O014151,O037245,O069862,O024846,O017298,O000277,O060055,O039504,O002810,O027475,O020367,O034404,O008225,O031749,O017370,O037594,O018841,O065382,O042245,O019512,O045781,O013258,O023990"
M0300,Campanha corporis,Google Ads,2025-06-05,2025-07-13,20447.29,3701,7354,1211,"O031200,O001466,O017619,O004006,O013840"
M0301,Campanha asperiores,Email,2024-11-06,2024-12-22,21333.52,2852,21029,2718,"O033210,O011420,O066631,O000067,O066317,O025309,O034653,O040647,O023998,O007807,O001960,O049600,O006434,O019979,O016807,O064414,O022089,O067529,O038418,O003778,O047439,O004710,O036731,O005176,O014309,O026986,O043528,O020256,O037330,O011494,O044486,O010066,O042508,O001419,O046860,O038898,O045820,O012850,O063014,O001205,O041948,O047360,O022990,O032350,O040132,O014900,O018543,O043573"
M0302,Campanha rerum,Facebook Ads,2025-06-02,2025-06-19,3289.17,2244,12858,279,"O039399,O042601,O042666,O015528,O035208,O065053,O036959,O011571,O042725,O011218,O000285,O041294,O024246,O037040,O025324,O008807,O024112,O068273,O024052,O048529,O063743,O041215,O004162,O028617,O013733,O068176,O068141,O023206,O035985,O043738,O021552,O028833,O009470,O034468,O023260,O062439,O006411,O013594,O038079,O025072,O003215,O040390,O000246,O023981"
M0303,Campanha totam,Email,2025-07-09,2025-07-28,24087.86,583,18897,209,"O034060,O013505,O029176,O010437,O040435,O020865,O011291,O024225,O041911,O022925,O042239,O040279,O007965,O002772,O019641,O006823,O039669,O032243,O033124,O039668,O010103,O041113,O048720,O021125,O037171,O002036,O012987,O014020,O045069,O036550,O020080,O044012,O017059"
M0304,Campanha quo,Facebook Ads,2025-04-28,2025-06-15,6353.79,4496,5283,4522,"O027630,O002029,O047561,O040748,O014338,O016051,O014841,O025817,O006722,O006506,O029938,O007839,O000367,O029089,O037433,O025417,O016712,O040288,O046706,O019340,O003156,O034632,O067244,O036764,O014981,O041483,O009440,O036921,O025327,O041440,O013982,O040550,O048057,O011485,O048485,O026826"
M0305,Campanha quos,Email,2024-11-26,2024-12-07,5976.99,1619,3411,1657,"O046804,O033948,O037890,O048641,O031795,O006084,O044437,O037551,O018308,O015247,O034499,O009743,O031737,O007296,O025113,O022307,O033059,O008780,O014735,O037442"
M0306,Campanha dolore,Email,2025-06-08,2025-06-14,43594.04,4435,21100,2252,"O068677,O046459,O025290,O033345,O016359,O032127,O038951,O017729,O000946,O007968,O043153"
M0307,Campanha esse,Facebook Ads,2025-02-18,2025-03-04,13288.83,135,7858,9,"O067874,O021977,O023297,O011521,O062881,O043145,O069912,O011221,O012799,O029483,O025363,O034401,O012802,O064805,O046098,O008377,O020429,O028970,O021078,O026510,O045592,O029902,O020136,O024773,O011921,O018974,O001471,O010776,O041861,O045850,O049920,O048319,O020861,O065665,O000817,O031275,O032542,O009961,O040073,O034736,O005306,O022935,O017177"
M0308,Campanha dolore,Instagram,2025-05-29,2025-07-16,7626.53,291,3225,361,"O030439,O007579,O035482,O008943,O069680,O039284,O017561,O036714,O047539,O043950,O039556,O030723,O032687,O005360,O025603,O034666,O040088,O026906,O011591,O002270,O004614,O037248,O042787,O007077,O032549,O013611,O012604,O025480,O040125,O027580,O020054,O023228,O026108,O014089,O025793,O040829,O013072,O018968,O003470,O063565,O018110,O026541"
M0309,Campanha enim,Facebook Ads,2024-10-31,2024-11-05,17855.94,1441,9788,1276,"O012144,O049258,O035112,O026798,O029019,O018075,O061630,O011745,O065983,O039103,O026212,O017050,O021480,O018466,O032843,O021712,O000265,O031808,O039231,O023693"
M0310,Campanha ea,Instagram,2025-07-01,2025-07-24,21841.09,593,13014,380,"O016752,O015419,O029208,O064787,O030562,O038886,O036365,O066899,O030989,O013021,O061519,O046851,O000515,O046057,O033624,O048975,O006673,O000440,O003567,O041187,O040131,O038450,O026544,O014557,O021656,O012449,O014857,O006542,O032284,O020040,O042291,O045427,O040204,O042253,O025515,O032746,O013241,O069604,O066205,O014860"
M0311,Campanha quos,Facebook Ads,2024-12-16,2024-12-30,38167.96,2698,3051,1033,"O007074,O045012,O000223"
M0312,Campanha saepe,Facebook Ads,2025-04-13,2025-05-05,24705.04,1480,15412,1091,"O002525,O039155,O015604,O037924,O031671,O065490,O030045,O002033,O016092,O018566,O003038,O045898,O041995,O069785,O010033,O028305,O045722,O006133,O027117,O004476,O013615,O030047,O034984,O043090,O031594,O045669,O004276,O043376,O033375,O010977,O010099,O049326,O039363,O008637,O037233,O039227,O005001,O033986,O022258,O065856,O037176,O017771,O042852,O009469,O049577,O010190,O021924,O067823,O043001,O018153"
M0313,Campanha doloremque,Google Ads,2025-04-09,2025-05-21,36799.81,656,1931,415,"O022785,O018415,O005044,O033651,O028597,O016140,O048037,O015536,O013256,O066222,O002047,O069237,O028346,O062793,O007419,O006116,O032912,O041635,O039506,O036229,O020031,O003493,O015715,O024060,O016150,O045993,O039503,O019374,O038049,O011716,O011878,O033858,O047577,O047004,O031919"
M0314,Campanha quisquam,Instagram,2024-12-31,2025-02-23,1536.71,3848,18843,3226,"O015765,O025319,O040972,O060005,O029376,O035245,O005933,O024802,O063268,O034916,O035966,O032567,O028022,O040914,O035223,O046052,O005183,O011295,O043799,O026556,O006582,O019263,O000400,O011288,O015294,O029818,O023255,O061595,O013846,O041805,O062512,O068663,O033583,O015525"
M0315,Campanha adipisci,Instagram,2024-09-17,2024-11-07,43775.1,4223,5706,3925,"O012729,O015360,O017763,O014963,O042760,O031172,O037367,O041950,O025188,O016298,O030181,O025563,O027766,O024687,O011285,O014112,O025216,O028641,O047693,O040292,O024927,O022311,O027006,O020887,O037539,O024721,O010420,O061554,O039644,O001035,O039981,O017564,O033337,O049412,O017881,O011883,O039817,O037244,O037884,O011810,O001187,O014056,O028586,O018467,O049045,O013818,O013736"
M0316,Campanha maiores,Email,2025-02-23,2025-03-28,26107.65,3021,5956,1880,"O062673,O037445,O067442,O047801,O017332,O023777,O027369,O048342,O018592,O044275,O024369,O039298,O015578,O037491,O027952,O021774,O009736,O039403,O043433,O006321,O035852,O019508,O017671,O002838,O035958,O047778,O062247,O037282,O006292,O030113,O003674,O049921,O037933,O027265,O024663,O023750,O032525,O061318,O048691"
M0317,Campanha fuga,Email,2024-12-01,2025-01-13,17958.91,4376,7185,2378,"O019092,O060775,O041781,O022517,O007095,O021362,O019539,O024285,O049610,O067476,O034038,O032447,O030995,O068526,O012761,O027446,O049364,O046937,O013995,O031821,O033569,O037367,O030222,O024639,O024271,O045755,O011174,O048719,O037245,O012237,O021507,O038222,O032728,O013438,O045699,O044009,O062075,O021797"
M0318,Campanha reiciendis,Facebook Ads,2025-04-15,2025-05-21,41440.24,4212,18145,2392,"O027274,O040742,O036091,O030915,O030832,O010206,O008583,O010006,O032040,O027807,O028934,O032125,O032489,O021978,O024449,O036633,O029525,O005261,O037754,O031887,O069304,O022856,O020640,O014889,O010910,O006581,O001908,O003086,O021469,O044020,O067374,O005273,O047946,O023283,O009953,O023123,O049990,O005606,O009267,O028616,O043145,O031792,O069248,O012766,O069469"
M0319,Campanha nihil,Google Ads,2024-10-28,2024-11-28,19858.94,4231,11951,3698,"O026519,O024859,O022641,O037216,O041934,O002002,O045124,O043526,O002137,O025981,O024444,O067634"
M0320,Campanha officiis,Email,2025-05-23,2025-07-12,11070.42,3261,11720,975,"O009309,O069830,O017095,O005905,O042050,O047102,O030601,O021258,O009038,O035852,O019755,O006127,O016183,O024911,O046996,O045625,O036605,O038087,O023920,O042348,O018498,O012139,O037327,O048072,O032256,O011469,O045408,O026805,O003705,O061172"
M0321,Campanha sapiente,Facebook Ads,2025-04-24,2025-05-11,36960.0,1739,10340,280,"O001190,O044158,O011235,O006152,O038453,O034930,O022158,O006206,O007052,O007214,O014508,O017077,O041385,O003881,O019821,O042915,O047146,O011360,O021317"
M0322,Campanha minus,Google Ads,2025-05-22,2025-07-03,15241.89,4632,23888,2675,"O062828,O048133,O048956,O046998,O002202,O014061,O045660,O031381,O031600,O066362,O049037,O017268,O020925,O015931,O049253,O021973,O036137,O049853,O009917,O011098,O012655,O042172,O035376"
M0323,Campanha corrupti,Instagram,2025-05-29,2025-06-28,49302.86,4084,12905,134,"O028807,O030057,O035634,O063304,O012174,O044019,O034514,O049433,O066163,O021387,O069081,O020114,O039409,O006662,O047458,O004140,O018486,O049854,O047802,O007272,O029917,O003374,O010941"
M0324,Campanha veniam,Email,2025-05-21,2025-06-12,8691.75,318,17055,51,"O004290,O019070,O060342,O040175,O023840,O028422"
M0325,Campanha sunt,Facebook Ads,2024-09-17,2024-10-31,21262.72,4609,4655,1442,"O068993,O014387,O004470,O022789,O001596,O013379,O027114,O049298,O044387,O000889,O043676,O002255,O047072,O038127,O045379,O024254,O032176,O017112,O061828,O041504,O015539,O003383,O014036,O069561,O015831,O008449,O013078,O043858"
M0326,Campanha laborum,Instagram,2025-06-01,2025-06-15,12373.03,4733,14387,1435,"O002657,O004478,O036929,O001840,O069503,O003851"
M0327,Campanha dolorem,Facebook Ads,2025-05-23,2025-05-29,41721.47,3950,18251,2055,"O041622,O012627,O001464,O027912,O020676,O068311,O026258,O002381,O046607,O040794,O068426,O015254,O038965,O012010,O004782,O060073,O032493,O034681,O015643,O021326,O036399,O012242,O011561,O037989,O013648,O028862,O022020,O038770,O013425,O020226,O047131,O025597,O002377,O042984,O013653,O036107,O029428,O041512,O067071"
M0328,Campanha amet,Google Ads,2025-04-18,2025-04-28,48555.19,3133,20055,681,"O001780,O021460,O039406,O041206,O001802"
M0329,Campanha itaque,Instagram,2025-02-20,2025-03-24,49827.72,2541,19355,137,
M0330,Campanha omnis,Instagram,2024-10-23,2024-12-08,23923.61,2363,3235,1625,"O016108,O032130,O019538,O006745,O047901,O062056,O032251,O029097,O041497,O027094,O021783,O033473,O026646,O031932,O046120,O017699,O038087,O020487,O039329,O015603,O029562,O038884,O038416,O020525,O018506,O046797,O037395,O006405,O019003,O017306,O023386,O046154,O022979"
M0331,Campanha illo,Instagram,2025-04-28,2025-06-01,26421.91,4151,19403,2390,"O013678,O011718,O011457,O003490,O014345,O026828,O066434,O028728,O021380,O028066,O040064,O015690,O045848,O028127,O021478,O007688,O023044,O024455,O013276,O063643,O002997,O010932,O005876,O020504,O029249,O009712,O066511,O021438,O037968,O003977,O048698,O002532,O044385,O037158,O007143,O000772,O016613,O011191,O006446,O046633,O037578,O017541,O029726,O063854,O024501,O017425,O048795"
M0332,Campanha aliquid,Email,2024-11-20,2025-01-16,43410.82,4763,17479,930,"O019145,O029787,O040389,O029137,O035468,O010658,O062293,O010878,O043620,O045756,O064978,O034395,O035221,O002853,O000958,O005220,O030851,O004519,O009487,O045773,O064033,O028046,O020649,O016049,O004457,O048985,O023267,O042968,O015668,O003716"
M0333,Campanha nulla,Email,2025-05-14,2025-05-30,38090.17,1954,7428,1534,"O010794,O013817,O046438,O026340,O021986,O016533,O031921,O031422,O041165,O049858,O046557,O027288,O065878,O044459,O036444,O015987,O044385,O069991,O041217"
M0334,Campanha sint,Email,2025-07-08,2025-07-25,38735.04,3235,17892,2370,"O021196,O001978,O031084,O064592,O008118,O047656,O002800,O016113,O065585,O042595,O028374,O031372,O021159,O040511,O004703,O016168,O064488,O048670,O009496,O020641,O040414,O024237,O024150,O049342,O024575,O020839,O063199,O021593,O020300,O042569,O035362,O062839,O049562,O004853,O045866,O014153,O018596,O014346,O000891,O009320,O063456"
M0335,Campanha quis,Google Ads,2024-12-22,2024-12-27,38547.24,78,15905,14,"O041088,O018011,O003757,O065394,O029827,O010053,O029236,O004160,O030597,O046651,O016221,O010903,O010705,O035764,O068712,O001164,O069965,O048288,O003677,O023562,O017531,O039295,O043903,O014047,O006184"
M0336,Campanha saepe,Email,2025-05-23,2025-07-02,28741.67,2185,11705,1155,"O068390,O016427,O012804,O022276,O015589,O019499,O001024,O031561,O018466,O035848,O064472,O021101,O061212,O003901,O041092,O011805,O029920,O019912,O041045,O036354,O038923,O022912,O043274,O065148,O023531,O005026,O047597,O010694,O025933,O042389,O043707,O021156"
M0337,Campanha voluptate,Email,2024-10-26,2024-12-06,29063.15,1506,7681,1376,"O049318,O029459,O019542,O000754,O047187,O014398,O009501,O067562,O016792,O018449,O033062,O007825,O030651,O020464,O023737,O008512,O068210,O014920,O038363,O020711,O010026,O001335"
M0338,Campanha quas,Facebook Ads,2025-06-21,2025-07-05,27329.35,4018,23014,1527,"O006466,O048049,O016325,O064066,O037313,O018142,O036322,O005884,O026048,O031938,O011184,O033214,O008360,O015219,O061181,O015514,O069859,O016335,O043567,O029823,O010145,O041183,O027524,O013397,O046784,O046435,O031243,O000063,O004221,O022679,O028538,O013451,O022845"
M0339,Campanha libero,Google Ads,2024-08-13,2024-10-08,28419.97,1673,7244,1653,"O031678,O037645,O027251,O045870,O010338,O037447,O027676,O036194,O011906,O032537,O034543,O048660,O012947,O047057,O004835,O002757,O034550,O049605,O010569,O049212,O035111,O037037,O030617,O066738,O030656,O026233,O067853,O018664,O016831,O013602,O000874"
M0340,Campanha beatae,Email,2024-09-07,2024-09-19,32934.03,4468,8200,2151,
M0341,Campanha officia,Instagram,2024-09-15,2024-10-04,45376.97,21,15503,10,"O019528,O068187,O004731,O045419,O046228,O019541,O045870,O003578,O031750,O044331,O068906,O017762,O020361,O016991,O027732,O027371,O007750,O012821,O049622,O032375,O046444,O024578,O043996,O003549,O034729,O006354,O012860,O063349,O027879,O014966,O006455,O067773"
M0342,Campanha qui,Google Ads,2025-03-31,2025-04-14,26708.3,3484,9590,3032,"O001550,O044496,O069103,O046383,O034961,O044931,O066718,O047531,O045453,O021636,O002135,O000231,O034482,O047535,O034198,O065192,O012786,O045872,O040318,O066539,O017730,O034933,O062365,O021609,O008048,O035652,O035841,O060670,O017108,O062041,O011191,O008039,O031797"
M0343,Campanha rerum,Email,2025-06-28,2025-08-10,17866.61,1047,19645,622,"O042610,O044266,O060537,O024758,O003617,O066765,O046658,O003680,O009263,O044246,O049402,O031546,O008738,O017611,O047690,O013942,O048770,O018279,O036225,O049145,O014244,O031947"
M0344,Campanha amet,Facebook Ads,2024-08-20,2024-09-12,33792.53,384,5700,232,"O028699,O003307,O011085,O063857,O061477,O011812,O012841,O017329,O007731"
M0345,Campanha nulla,Facebook Ads,2025-03-16,2025-04-22,31487.23,984,1614,972,"O067628,O024213,O046800,O067291,O021412,O019892,O019064,O018671,O026268,O043075,O019188,O029888,O023352,O045404,O038033,O033307,O019360,O026790,O044495,O008960,O019636,O031710,O023896,O011989,O037402,O039418,O038944,O047395,O003330,O002994,O025090,O039537,O019338,O008019,O026430,O004586,O067836,O009257,O010263,O026860,O069802,O028838,O062744,O061043,O005218"
M0346,Campanha eligendi,Instagram,2025-07-03,2025-07-22,48884.93,659,3459,406,"O018406,O024388,O049256,O046890,O025536,O016613,O024019,O028251,O008689,O000473,O018139,O012379,O033941,O028977,O035957,O047577,O036555,O009607,O022530,O012538,O060831,O003789,O004232,O036689,O068950,O040306,O046515,O048588,O047037,O010702,O024394,O004215,O000436,O001730,O026153,O010689,O010162,O043746"
M0347,Campanha aperiam,Email,2024-12-16,2025-01-05,26824.05,4740,19789,1179,"O013360,O006545,O008180,O063668,O010851,O033522,O026874,O038097,O007597,O006357,O016606,O002365,O002713,O035094,O049546,O065968,O039186,O010774,O044250,O012486,O022008,O045509,O031633,O031969,O026027,O060581,O010909,O026931,O049623,O035952,O002975,O038493"
M0348,Campanha tenetur,Instagram,2024-12-31,2025-02-03,28084.83,2154,14570,2197,"O031494,O025351,O011997,O026117,O040429,O044970,O033252,O019829,O015608,O060140,O068466,O020332,O021835,O047115"
M0349,Campanha voluptates,Instagram,2025-02-19,2025-03-29,45155.84,3959,7607,789,"O006472,O017942,O023365,O024985,O034140,O039412,O048844,O011189,O007705,O045772,O045759,O049027,O009066,O029581,O000780"
M0350,Campanha reprehenderit,Instagram,2025-03-11,2025-03-20,44613.47,3606,21912,672,"O027002,O035322,O016757,O002364,O010970,O015335,O003573,O043057,O042047,O034670,O040371,O046759,O039566,O010231,O029493,O025750,O003330,O020152,O014463,O045024"
M0351,Campanha fuga,Google Ads,2025-04-21,2025-05-30,3077.5,1253,5133,618,"O038460,O044670,O041036,O023287,O007677,O012365,O034321,O014699,O048318,O019298,O010893,O019057,O007805,O044220,O000834,O061903,O041573,O038171,O014679,O031518,O030648,O062066,O031781,O034474,O065307,O021190,O043654,O017780,O012670,O012830,O006696,O025230,O030715,O025944"
M0352,Campanha deserunt,Facebook Ads,2025-02-17,2025-02-27,5367.58,3220,14153,987,"O038359,O066698,O026154,O013419,O011913,O048030,O013567,O029479,O045925,O003714,O011808,O023270,O000040,O031417,O024140,O040423,O029339,O025859,O034396,O039311,O032809,O014896,O019434,O011381,O031964,O044428,O068540,O065840"
M0353,Campanha commodi,Google Ads,2024-12-09,2025-01-04,7350.92,4910,13933,1967,"O025516,O015314,O031705,O039375,O003590,O044606,O043421,O005410,O045869,O031399,O035359,O028932,O065380,O043562,O033654,O015501,O009681,O007348,O026254,O043814,O011110,O033195,O016343,O034409,O026330,O040884,O012204,O024944,O020372,O035004,O022988,O004328,O069499,O011208"
M0354,Campanha amet,Facebook Ads,2025-06-17,2025-07-19,6676.01,1225,1767,464,"O048288,O028802,O062394,O005064,O025785,O014371,O010488,O030417,O000511,O005860,O019190,O025114,O062144,O061524,O024526,O037268,O037151,O049811,O004189,O026845,O036501,O044580,O041104,O040478,O028448,O017262,O042653,O002221,O047368,O035951,O036319,O048696,O040161,O042209,O002994,O012218,O010346,O028498"
M0355,Campanha officiis,Google Ads,2025-06-01,2025-07-09,32578.58,3816,23061,2832,"O063125,O035372,O025311,O048323,O014082,O026255,O015998,O042900,O063473,O007450,O019051,O042954,O062475,O015838,O032961,O021586,O008928,O046880,O038481,O002599,O037368,O009115,O025526,O022100,O043778,O015442,O026172,O066979,O015948,O042438,O030012,O033485,O014314,O065310,O027802,O002695,O038454,O036902,O006592,O031729,O039923,O065055,O046418,O001215,O017322,O015548"
M0356,Campanha laudantium,Email,2025-05-19,2025-07-07,33068.42,1555,15685,243,"O029320,O033464,O025371,O031527,O012642,O032890,O006018,O005088,O022668,O030984,O011019,O033580,O032994,O019611,O018501,O037534,O041798,O035347,O010223"
M0357,Campanha cumque,Facebook Ads,2025-04-04,2025-05-18,4899.06,3633,13470,1622,"O015218,O010190,O000178,O067307,O029539,O028776,O000305,O042666,O031787,O024877,O001709,O024529,O031378,O042028,O042330"
M0358,Campanha itaque,Facebook Ads,2025-05-18,2025-07-17,33289.77,830,4676,97,"O042308,O017852,O041415,O062269,O046039,O021135,O047320,O005603,O017965,O012837,O061585,O011859,O024726,O005454,O031332,O014741,O064642,O010102,O004229,O023965,O029358,O020226,O041931,O036065,O038815,O028032,O049408,O000421,O041684,O031090,O014846,O012160,O010244,O061786,O028883,O040618,O069825,O024194,O023946,O017793,O039375"
M0359,Campanha voluptatem,Facebook Ads,2024-11-20,2024-11-28,38922.16,2780,7030,1538,"O048782,O028032,O016486,O001070,O044808,O020395,O066817,O012939,O027506,O046850"
M0360,Campanha natus,Instagram,2024-12-24,2025-01-01,40119.93,78,4898,6,"O042299,O021359,O045990,O013081,O014134,O001172,O027104,O038900,O026433,O013821,O047977,O028957,O015316,O060322,O060157,O007310,O036742,O005702,O026017,O009789,O038974,O010978,O008379,O047853,O014506,O024720,O035145,O019280,O047968,O003222,O014887,O020445,O003090,O026598,O049682,O000625,O021782,O037638,O002725,O029273"
M0361,Campanha incidunt,Facebook Ads,2025-02-12,2025-02-27,8288.32,2107,18974,1613,"O004632,O041609,O018305,O026326,O024996,O018651,O001575,O016255,O047741,O020552,O027906,O016359,O068225,O028398,O003004"
M0362,Campanha quo,Facebook Ads,2025-01-17,2025-02-18,11266.76,235,16742,14,"O041474,O033413,O040059,O005126,O037571,O015197,O007775,O048266,O027643,O017460,O008370,O033134,O046199,O069412,O017249,O063912,O018422,O061549,O025961,O006422"
M0363,Campanha maiores,Instagram,2025-03-04,2025-04-04,25142.21,4816,23454,1946,"O032266,O033975,O039492,O061577,O009490,O024626,O016457,O031598,O060194,O012317,O011487,O041279,O028367,O037094,O037956,O036339,O016956,O034837,O014993,O017091,O034502,O045020,O044542,O014639"
M0364,Campanha veniam,Facebook Ads,2025-01-03,2025-02-05,41693.48,3438,23358,687,"O049823,O062813,O006761,O005424,O008011,O046480,O012009,O043534,O049946,O023735,O010773,O035118,O039072,O031719,O019366,O065465,O026321,O028900,O045695"
M0365,Campanha debitis,Email,2025-02-14,2025-03-15,7341.3,4857,17772,3598,"O068669,O004471,O066284,O028263,O040652,O015329,O039026,O017916,O004032,O043969,O014447,O012447,O046391,O028356,O021996,O016740,O067390,O025786,O041817,O039439,O004616,O061405,O022617,O006247,O007380,O033287,O009055,O039996,O016331,O002405,O023744,O047784,O034075,O002155,O031797,O027847,O034487,O066864,O029071,O025451,O032367,O009870,O060844,O001215,O065617,O033230"
M0366,Campanha aliquam,Google Ads,2025-01-27,2025-02-02,43407.93,4590,16903,2262,"O006989,O021174,O048524,O013293,O007638,O038740,O018866,O032225,O012682,O025578,O002530,O042950,O046601,O044085,O046708,O034014,O061216,O007382,O012070,O025927,O036714,O029673,O028875,O008092,O008678,O002842,O020340,O018090,O023443,O007636,O017936,O020941,O036761,O031580,O008320,O060682,O001344,O010548,O045046,O035302,O032265,O044888,O018229,O025882,O033002"
M0367,Campanha aliquid,Google Ads,2025-03-01,2025-04-08,2994.53,4923,15293,2768,"O012436,O018348,O022599,O005580"
M0368,Campanha consectetur,Facebook Ads,2024-08-21,2024-08-28,14038.68,1639,21046,1082,"O009202,O022925,O007328,O046910,O008651,O000360,O033456,O034217,O042411,O003283,O049941,O028825,O046122,O023773,O018682,O009200,O036850,O030109,O049018,O025763,O049304,O066203,O022098,O044566,O038996,O026260,O007817,O025478,O005731,O012223,O008664,O044992,O010515,O007233,O016854,O031771,O024799"
